id;name;photo;born_mo;born_da;born_ye;born_bc;bornPlace;nationality;ethnicity;religion;education;career;titles;awards;died_mo;died_da;died_ye;died_bc;diedPlace;politicalParty;dob;aged;nationality;intro;activity
86720;John Greenwood;https://prabook.com/web/*/86720;December;2;1922;;Altenburg, Germany;;;;"1952 Illinois College of Optometry , OD//1975 George Washington University , Forensic Science , Master of Science//""Harvard University""";;;Named Optometrist-of-Year, Optometric Society DNamed Optometrist-of-Year, Optometric Society District of Columbia, 1968, 70. Recipient Distinguished Service award Government District of Columbia, 1969, fellowship Superior Professional Stature, American Public Health Association, 1970, Grand Lodge Distinguished Service medal Grand Lodge FAAM, 1990. 33rd degree Supreme Council Scottish Rite, Southern Jurisdiction, 1991.;March;27;2004;;;Democratic Party;December 2, 1922;81;American;"John Connors, American state representative. First chairman City-Wide Central Advisory Board; active DesMoines Friendship and Sister City Commission; president Iowa Golden Gloves; past president Muscular Dystrophy Association, Polk County Society for ...";politician,firefighter
92004;Jorge Sampaio;https://prabook.com/web/*/92004;September;18;1939;;Lisbon, Portugal;Portugal;European;Agnostic;1961 University of Lisbon , Law , Juris Doctor;1979 - 1984 member , European Commission for Human Rights//1989 - 1991 General Secretary , Socialist Party//1989 - 1995 Mayor , Lisbon Lisbon, Portugal//May, 2006 first Special Envoy for the Global Plan to Stop Tuberculosis , United Nations Organization//March 9, 1996 - March 9, 2006 president , Portugal Lisbon, Portugal//1979 - 1995 deputy , Portuguese National Parliament Lisbon, Portugal//1986 - 1987 president , parliamentary bench of the Socialist Party//April, 2007 - September, 2012 High Representative for the Alliance of Civilizations , United Nations Organization;;Order of St. Michael and St. George, United Kingdom//Order of the Three Stars, Latvia//Knight Grand Cross with Grand Cordon of the Order of Merit of the Italian Republic, Italy//North-South Prize In 2008, he was awarded the North-South Prize oIn 2008, he was awarded the North-South Prize of the Council of Europe.//Grand Cordon of the Order of Leopold, Belgium October, 2005//Order of the White Double Cross, First Class, Slovakia//Grand Cross of the Order of Vytautas the Great, Lithuania//Knight Grand Cross of the Order of St. Olav, Norway//Grand Master of the Order of the Tower and Sword, Portugal//Order of the White Eagle, Poland//Collar of the Order of the Cross of Terra Mariana, Estonia;;;;;;Socialist Party;September 18, 1939;;Portugal;Jorge Fernando Branco de Sampaio is a Portuguese lawyer and politician who was the 18th President of Portugal from 1996 to 2006. As President, Sampaio's actions were focused on social and cultural affairs. In the international political scene, he ...;politician,diplomat,president
98778;Sergey Sidorsky;https://prabook.com/web/*/98778;March;13;1954;;;Belarusian;Belarusian;;1972 - 1976 Belarusian Institute of Railway Engineers , Electrical Engineering , Bachelor of Science;2002 - 2003 First Deputy Prime Minister Belarus//July 10, 2003 - December 28, 2010 Prime Minister Belarus//2001 - 2002 Deputy Prime Minister Belarus//1976 - 1991 foreman of assembly shop, head of laboratory, head of department, deputy director , Homiel Radio Equipment Plant Gomel, Belarus//1991 - 1992 director , Gomel Radio Equipment Plant Gomel, Belarus//1998 - 2001 deputy chairman, first deputy chairman , Gomel Region Administration Gomel, Belarus//1992 - 1998 general manager , Research and Production Association RATON Gomel, Belarus;;Honoured Workman of the Industry, Belarus;;;;;;;March 13, 1954;;Belarusian;Sergey Sidorsky was Prime Minister of Belarus from 10 July 2003 to 28 December 2010. He was appointed Acting Prime Minister on July 10, 2003 to replace the dismissed Gennady Novitsky, and was confirmed as permanent Prime Minister on December 19, 2003.;politician,engineer
159398;Michel Mercier;https://prabook.com/web/*/159398;March;7;1947;;Bourg-de-Thizy, canton of Thizy, France;French;;;University Lyons Law School , Administrative Law , Bachelor of Arts//Lyons Institute Political Affairs , Master of Arts//University Lyons Law School , Administrative Law , Master of Arts;1971 municipal councillor Commune of Thizy Mayor, Galicia, Spain//president , Union Centriste group//1977 - 2001 municipal councillor Commune of Thizy Mayor, Galicia, Spain//2009 - 2010 minister rural and territorial affairs Government of France//1995 - 2009 member , Rhone constituency Senate France//1978 general councillor Thizy District//senior , deputy mayor//1990 president , Rhone General Council France//1993 - 1995 Member , of Parliament France//2006 municipal councillor Commune of Thizy//2010 minister rural and territorial affairs Government of France//1992 - 1993 vice president , Rhone-Alps General Council//Professor , law University Lyons The third France;;Knight in the Order of the Holy SepulchreOrder of the Holy Sepulchre Decorations Knight of the Order of the Holy Decorations Knight of the Order of the Holy Sepulchre (lieutenancy of France);;;;;;Union for French Democracy;March 7, 1947;;French;Michel Mercier, French government official. Member Republic's Court Justice, France, National Committee Health and Social Organization, France, National Approval Commission of Social Sector's Collective Agreements, France, High Commission Social Works.;politician,general,university professor
161780;Gyula Horn;https://prabook.com/web/*/161780;July;5;1932;;Budapest, Hungary;Hungarian;Hungarian;;1976 Political Academy of the Hungarian Socialist Workers Party , Doctor of Philosophy//1972 Political Academy of the Hungarian Socialist Workers Party , Bachelor of Arts//1954 Rostow Institute Economics , Master of Arts;1961 - 1963 embassy secretary , Diplomatic Mission Sofia, Grad Sofiya, Bulgaria//member , Parliament//1969 - 1985 from staff member , to head International Department Hungarian Socialist Workers Party Center Committee Budapest, Hungary//1954 - 1959 Official Ministry of Finance Budapest, Hungary//1959 - 1961 desk officer , Ministry of Foreign Affairs//chairman , foreign affairs committee//1994 - 1998 Prime Minister Hungary//1963 - 1969 embassy secretary , Diplomatic Mission Belgrade, Montana, United States//1989 - 1990 minister foreign affairs Government of Hungary//1985 - 1989 state secretary , Ministry of Foreign Affairs;;Decorated Golden Labor Order of Merit, grand crDecorated Golden Labor Order of Merit, grand cross Federal Republic of Germany. Recipient Sharp Blade award, Solingen, 1991, Karl prize Aachen, 1990, Humanitarian award German Freemasons, 1992, Gold Europe award, 1994, Kassel: Glass of Understanding award, 1995, prize of Ludwig W?nsche, 1998, Understanding between Peoples award, Dortmund, 2003, Freedom award, 2005, Grand Decoration of Honour in Gold with Sash, Republic of Austria, 2006.;;;;;;Hungarian Socialist Party;July 5, 1932;;Hungarian;Gyula Horn, former Prime Minister of Hungary. Member Hungarian Society Political Sciences, European Honorary Senate. Official Ministry of Finance, Budapest, 1954-1959. Desk officer Ministry of Foreign Affairs, 1959-1961. Embassy secretary Diplomatic ...;politician,economist
161862;Ferenc Somogyi;https://prabook.com/web/*/161862;September;1;1945;;Hartkirchen, Eferding District, Austria;Hungarian;Hungarian;;1968 University Economics , Economics , Master of Arts//1979 College for Political Science , Political Science , Master of Arts//1977 University Economics , Doctorate;1980 - 1984 department permanent representative Hungarian Mission to United Nations//1992 - 1994 chairman , Export Guarantee Limited Budapest, Hungary, Hungary//third secretary , Lagos//1968 - 1969 Junior officer , Ministry for Foreign Affairs Budapest, Hungary, Hungary//1969 - 1971 attache Hungarian Embassy Burma, Irbid, Jordan//state secretary , Ministry for Foreign Affairs//director , department//1973 - 1980 desk officer , Ministry for Foreign Affairs Budapest, Hungary, Hungary;;Recipient Order of Labour/Silver, Presidential Recipient Order of Labour/Silver, Presidential Council of Hungary, 1977, Order of Labour/Gold, 1985, Cross of Distinction/medium level, President of Hungary, 1995.;;;;;;Hungarian Socialist Party;September 1, 1945;;Hungarian;Ferenc Somogyi, Hungarian diplomat. Diplomate in Economics and Political Science. Recipient Order of Labour/Silver, Presidential Council of Hungary, 1977, Order of Labour/Gold, 1985, Cross of Distinction/medium level, President of Hungary, 1995.;politician,diplomat
164318;Moven Mahachi;https://prabook.com/web/*/164318;June;13;1948;;Rusape, Zimbabwe;Zimbabwean;;;University South Africa , Student//University London , Student;1979 - 1980 prov. administration Manicaland Prov.//1970 - 1971 Vice-chair Cold Comfort Farm society//1992 minister of defense//1980 - 1982 deputy minister Land Settlement and Rural Dev.//1980 - 1985 Member , of Parliament Manicaland Prov.//1982 - 1985 deputy minister Land Settlement and Rural Dev.//1985 - 1988 minister Land//1971 - 1974 managing director , Nyafonu Dev. Company//1985 member , Center Committee Makoni West//1988 - 1992 minister Land;;;;;;;;;June 13, 1948;;Zimbabwean;Moven MAHACHI, Zimbabwean farmer and politician. Central Committee. Chairman Cold Comfort Farm Society 1970-1971. Manager Director Nyafonu Development Company 1971-1974. Serving 15-year sentence as political prisoner 1974-1979. Z.A.N.U. (PF) Province ...;politician,farmer
185697;Oliver Ames;https://prabook.com/web/*/185697;February;4;1831;;;United States of America;;;Brown University;1881 - 1882 Member of the Massachusetts' Senate Massachusetts, United States//January, 1887 - January, 1890 35th Governor of Massachusetts Massachusetts, United States//1883 - 1887 33rd Lieutenant Governor of Massachusetts Massachusetts, United States;;;October;22;1895;;North Easton, Massachusetts, United States;Republican Party;February 4, 1831;64;United States;The family's well-known shovel factory in Easton, Massachusetts boomed filling the needs of Midwestern farmers and Western gold diggers. Oakes and his brother Oliver invested these profits aggressively, gaining controlling interests in the Union ...;politician,financier
191664;Henk Krol;https://prabook.com/web/*/191664;April;;1950;;Tilburg, North Brabant, Netherlands;Netherlands;;;1971 Free University Amsterdam , Psychology , Degree;1973 - 1980 spokesman Dutch government The Hague, Zuid-Holland, Netherlands//1970 - 1973 Journalist De Telegraaf Hilversum, Noord-Holland, Netherlands//1980 - 1984 manager , public relations International Telephone & Telegraph Corporation Europe Brussels, Brussels Hoofdstedelijk Gewest, Belgium//1969 - 1971 Journalist De Telegraaf Amsterdam, New York, United States//1979 editor-in-chief De Gay Krant Best, Noord-Brabant, Netherlands;;Knight of the Order of Orange-Nassau;;;;;;50PLUS;April 1, 1950;;Netherlands;"Henricus Cornelis Maria ""Henk"" Krol is a Dutch politician of 50PLUS. A journalist, publisher, entrepreneur and activist, Krol was editor-in-chief of the magazine Gay Krant which he founded 1980. Krol served as the main spokesman for the People""s ...";politician,journalist
197471;Hendrikus Witteveen;https://prabook.com/web/*/197471;June;12;1921;;Zeist, Utrecht, Netherlands;Netherlands;Dutch;;1947 Netherlands School Economics , Doctor of Philosophy;1990 - 2000 executive supervisor , International Headquarters Sufi Movement//2000 - 2000 minister of finance , Government of The Netherlands//1973 - 1978 managing director , International Monetary Fund Washington, United States//1948 - 1963 Professor business cycles and economics , Netherlands School of Economics Rotterdam, Zuid-Holland, Netherlands//1979 - 1990 advisor , Amsterdam Rotterdam Bank Nevada//2000 - 2000 Member of Parliament;;Recipient four freedom medals and Dutch and foreign honors. Order of Netherlands Lion. Order of Orange NassOrder of Netherlands Lion. Order of Orange Nassau.;;;;;;;June 12, 1921;;Netherlands;Hendrikus WITTEVEEN, economist, politician and international administrator. Professor, of Business Cycles and Economics, University of Rotterdam 1948-1963. Minister of Finance 1963-1965, 1967-1971, also First Deputy Prime Minister 1967-1971. Director ...;politician,economist
